3.074577429777456024e-03,3.143716025153043409e-02,7.825126281686995301e-04
1.714812457400189881e-06,3.509652701891947599e-03,1.144092118537793322e-02
1.623313552169172724e-02,2.890842639667629365e-06,7.204891303361684457e-03
4.966102900187753522e-02,2.534816251933411698e-03,1.849522009772026909e-02
2.069752885459790349e-03,9.355693722424812675e-03,4.959684417397232023e-04
2.543671960667713301e-03,2.273828598021729319e-02,1.334921221281738573e-03
2.903606827797370563e-03,2.311776163271083567e-02,1.169741868248869512e-02
7.814167293985376309e-03,1.601201617324344434e-02,8.996189524680500357e-03
1.066801782482265301e-02,1.325816569495934585e-02,2.602905137097420198e-03
2.343881539597271468e-02,4.314410076536345263e-03,7.536649325246523590e-04
2.671453876978207784e-02,9.999999999999999547e-07,2.185537872915750343e-02
2.357225223421666825e-05,6.779181647772717257e-05,8.006528655621302643e-03
2.497617128501499958e-02,1.756114028302132067e-06,1.105308568147963903e-02
7.001013830393639642e-03,2.231468053076862343e-02,8.133784497854351300e-03
9.952354304915835698e-03,9.611738000107804012e-06,1.122611367558669837e-03
1.221117956077584877e-05,1.596188024839014755e-05,5.244133498464035453e-03
3.086971014141739328e-02,1.782223336225832971e-06,7.323588650297347888e-03
4.011281881797922229e-03,1.371745691859347542e-03,5.864266796358340306e-02
3.045512594389036039e-03,3.422449634870346896e-02,7.153207833423488177e-03
1.234542583854403124e-03,7.198407046478241594e-04,5.261540053570191999e-02
3.398966155073734896e-02,2.071376904731783188e-03,4.519737559907571062e-03
7.479368088211211900e-03,1.914797046401619347e-06,9.336696944376794011e-03
6.026079729985133610e-02,2.098898520461872901e-03,3.057408285351506921e-03
4.912563495003786224e-03,1.373999048083918845e-02,1.659473218322857213e-01
2.893730897898351070e-02,9.999999999999999547e-07,2.597909850620206459e-03
5.884937303337011132e-04,1.007973559118657131e-01,3.144115250072727994e-04
2.539231715819756721e-02,2.903507012031170814e-03,1.721896631220541651e-03
2.614230837874472867e-03,9.879603117015290509e-03,3.437011319788676675e-03
2.376635354726288913e-03,4.850010349948242344e-02,3.366262858253948453e-03
2.569488911874395851e-03,1.903822078131783271e-03,8.845782577755034737e-03
1.196344745558892454e-02,8.056244147227966529e-03,2.603783695070944343e-02
3.940971249605121438e-06,3.107774550968331068e-03,7.329934908263788587e-03
1.832925898814639215e-02,1.226413376342482681e-02,8.846762626599729770e-03
1.826123251186319166e-03,1.719042884316039109e-06,1.289700629836469312e-02
1.579987574073014748e-03,1.016834820444749952e-02,1.395707355008366131e-02
1.076738575459747736e-02,4.615768216728559359e-02,8.250703405911479632e-03
2.115715669979979438e-02,1.766090548703996965e-06,7.601280416937646490e-04
4.976662384415415918e-03,5.492490434591384627e-03,2.366342075774579765e-02
2.034195813017064555e-05,1.641133707445235066e-04,6.868249340910254769e-03
6.369617259337855171e-03,2.813427835956629159e-06,5.117262004830164940e-03
1.352163085030451406e-02,3.863764050478379290e-03,2.990512318066437195e-03
3.438938568104134980e-02,2.299052210482772224e-02,5.811647985886908433e-04
3.865873522530961781e-03,1.953724156602749257e-02,6.853475418266360714e-04
7.259765513819286219e-03,2.280808133265935667e-03,8.085438967351645315e-04
1.315065023804691882e-02,2.103435436858598281e-02,4.667708126492018696e-04
3.900943765824074327e-03,1.753225806162942574e-03,5.719988104041546714e-03
1.660233804099215185e-02,9.999999999999999547e-07,1.662332990241740041e-02
9.842276281976411467e-03,2.345643138405343838e-06,4.019066416014786813e-03
2.325141973635672313e-05,1.746258176048665707e-04,4.734706473361219997e-03
3.151243004924643432e-02,5.093733226908827259e-03,2.504963132608205040e-04
1.520808402679630494e-02,2.280678439950234188e-03,4.964687678193744833e-03
1.470557344447260585e-03,1.795537722730300087e-02,9.382029748948924209e-04
1.676202495028552772e-02,4.552623450578858338e-02,1.607253325146858767e-03
4.734315403429042134e-03,2.402521693309938775e-05,1.692772406098799060e-02
5.424194730028537165e-02,1.056064867680623753e-03,1.834160811548805198e-02
7.942535948963448320e-03,1.529691016460557086e-02,2.153931794376528694e-02
1.228764071860405198e-02,1.372142901322926517e-02,1.105129667606019953e-02
2.437541403407024465e-03,4.568707500946535098e-03,3.503232166718555415e-03
3.069917470976108939e-02,5.005728410265565748e-04,4.992734406739429004e-03
3.401961713147950983e-02,1.684113168562282508e-06,2.502465665530710995e-03
1.519889380358996518e-02,1.294099001031407976e-03,5.382045560923918873e-04
2.119834763728414839e-03,6.888183367747173491e-02,3.036164767996768227e-03
3.047639051788939707e-02,1.120568011042084085e-03,1.173452044204700622e-03
